foodname_ESP,foodname_ENG,quantity,energy,fats,prot,carbs,water,fiber,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,A,D,E,B9,B3,B2,B1,B12,B6,C
Mermelada de albaricoque,"Marmalade, apricot",100,15.0,,0.3,95.3,1.0,3.4,,,,False,10.0,0.0,0.0,33.0,0.04,0.02,0.0,0.0,0.02,8.8,20.0,0.49,77.0,4.0,40.0,11.0,2.3,0.04,0.06
"Mermelada de albaricoque y melocotón, baja en calorías","Marmalade, apricot and peach, light",100,222.0,0.0,0.7,45.8,2.8,53.6,0.0,0.0,0.0,False,0.0,0.0,0.57,9.0,0.103,0.06,0.04,0.0,0.06,5.74,13.94,0.41,237.8,9.84,50.0,19.68,2.7,2.0,0.08
Mermelada de ciruela,"Marmalade, plum",100,15.0,0.0,0.3,95.3,1.0,3.4,0.0,0.0,0.0,False,21.0,0.0,0.1,11.0,1.8,0.02,0.01,0.0,0.02,20.0,39.0,1.0,344.0,30.0,10.0,28.0,2.3,2.0,0.06
Mermelada de frambuesa,"marmalade, raspberry",100,253.0,0.3,0.45,37.2,1.2,60.9,0.165,0.0,0.015,False,10.0,0.0,0.16,30.0,0.103,0.015,0.009,0.0,0.02,2.7,20.0,0.49,56.0,4.0,7.0,16.0,2.7,2.0,0.06
Mermelada de fresa,"Marmalade, strawberry",100,250.0,0.63,0.31,36.9,2.6,59.6,0.33,0.0,0.03,False,21.0,0.0,,33.0,1.867,0.02,0.01,0.0,0.02,20.0,39.0,1.0,344.0,30.0,10.0,8.6,2.7,2.0,0.1
"Mermelada de fresa, baja en calorías","marmalade, strawberry, light",100,222.0,0.0,0.7,45.8,2.3,53.6,0.0,0.0,0.0,False,0.0,0.0,0.16,50.85,0.103,0.02,0.02,0.0,0.05,49.22,20.6,0.57,123.08,10.66,47.0,21.33,2.7,2.0,0.07
Mermelada de grosella roja,"Marmalade, red currant",100,242.0,,0.5,40.8,1.1,58.7,,,,False,0.0,0.0,0.1,11.0,0.036,0.076,0.016,0.0,0.02,20.6,20.0,0.49,77.0,4.0,32.0,19.0,2.3,2.0,0.06
Mermelada de mora,"Marmalade, blackberry",100,242.0,,0.5,40.8,1.1,58.7,,,,False,0.0,0.0,0.1,11.0,0.036,0.076,0.016,0.0,0.02,8.8,20.0,0.49,77.0,4.0,32.0,14.0,2.3,2.0,0.06
Mermelada de naranja,"Marmalade, orange",100,19.0,,0.3,95.2,0.2,4.3,,,,False,2.0,0.0,0.0,36.0,0.05,0.01,0.01,0.0,0.01,4.8,38.0,0.15,37.0,2.0,56.0,6.0,2.3,0.2,0.04
"Mero, crudo","Grouper, raw",100,88.0,1.2,19.4,79.6,0.0,0.0,0.2,0.32,0.23,True,,,0.8,11.0,2.3,0.14,0.8,2.0,0.32,,14.0,0.9,255.0,20.0,80.0,210.0,7.0,56.5,0.5
"Mero, plancha","Grouper, griddle",100,147.0,9.79,14.33,75.4,0.16,0.32,4.38,2.92,1.38,False,7.56,0.0,0.98,12.06,2.12,0.13,0.72,1.78,0.29,2.49,16.08,0.9,245.11,18.27,71.87,189.82,,56.5,0.47
Miel,Honey,100,315.0,0.0,0.5,17.0,0.0,76.8,0.0,0.0,0.0,False,0.0,0.0,0.0,5.0,0.2,0.05,0.01,0.0,0.3,2.0,15.0,0.7,54.0,5.0,23.0,17.0,5.0,0.5,0.3
Mijo,Millet,100,345.0,4.2,11.01,11.9,8.5,64.4,0.77,2.14,0.72,False,0.0,0.0,0.41,85.0,4.7,0.3,0.42,0.0,0.38,0.0,8.0,3.01,195.0,114.0,5.0,285.0,2.5,2.7,1.7
Miso,Miso,100,209.0,6.01,11.69,43.02,5.4,26.47,1.242,3.204,1.139,False,26.1,0.0,0.01,19.0,0.906,0.233,0.098,0.08,0.199,0.0,57.0,2.49,210.0,48.0,3728.0,159.0,,7.0,2.56
Mojo picon,"Sauce, ""mojo picón"" type",100,712.0,78.9,0.94,30.3,0.16,1.78,49.52,7.9,10.0,False,0.8,0.0,4.02,1.28,0.27,,0.015,0.0,0.042,4.94,3.97,0.58,78.15,4.84,2.2,21.9,0.33,0.21,0.12
Molleja de cordero,Lamb gizzard,100,132.0,7.8,15.3,76.9,0.0,0.0,2.4,0.3,3.0,False,,,0.44,13.0,7.0,0.25,0.03,6.0,0.03,18.0,8.0,1.7,420.0,21.0,75.0,400.0,,,1.9
Morcilla,Blood sausage,100,324.0,30.0,11.0,55.0,,3.2,13.5,2.5,11.7,True,13.0,,0.5,5.0,1.2,0.1,0.07,0.5,0.1,0.0,40.0,18.0,150.0,11.0,700.0,60.0,4.9,11.8,0.3
"Morcilla, frita","Blood sausage, fried",100,307.0,21.9,12.58,44.0,0.5,15.0,8.1,3.6,8.5,False,0.0,0.0,0.19,3.63,3.23,0.05,0.06,0.8,0.03,0.0,33.25,19.0,112.0,14.8,907.5,101.75,0.0,0.0,1.24
Mortadela,Bologna,100,295.0,25.39,14.0,56.0,0.0,3.0,11.29,4.17,9.4,True,,,0.11,,5.9,0.21,0.33,,0.05,0.0,13.0,2.2,207.0,9.0,668.0,160.0,8.6,6.1,2.9
Mostaza,Mustard,100,133.0,10.0,5.9,75.0,1.3,5.0,4.8,1.8,1.3,False,0.0,0.0,0.01,18.0,0.8,0.2,0.1,0.0,,75.0,93.0,1.9,114.0,76.0,2245.0,202.0,3.0,27.8,1.0
Mousse de chocolate,Chocolate mousse,100,247.0,8.1,5.1,41.9,2.3,37.8,2.59,0.25,4.79,False,57.0,0.15,0.19,4.0,0.24,0.16,0.03,0.2,0.1,0.0,132.0,0.5,201.0,19.0,63.0,101.0,0.45,6.1,0.3
"Mousse de queso fresco, con frutas","Mousse, cottage cheese, with fruits",100,135.0,5.4,5.4,73.2,0.2,16.0,1.036,0.124,2.311,False,45.2,0.14,0.04,11.0,0.15,0.142,0.033,0.53,0.068,1.4,53.0,0.16,90.0,7.0,344.0,113.0,8.0,7.7,0.33
"Mousse de queso fresco, desnatado, azucarado","Mousse, cottage cheese, skimmed, with sugar",100,106.0,2.8,8.5,77.3,0.0,11.4,,,0.3,False,15.9,0.07,,3.9,0.5,0.15,0.02,0.2,62.7,0.7,114.0,0.1,127.0,11.0,44.0,117.0,9.7,1.7,0.3
"Mousse de queso fresco, desnatado, con frutas","Mousse, cottage cheese, skimmed, with fruit",100,117.0,1.8,5.6,73.1,0.3,19.2,0.282,0.039,0.619,False,13.5,0.05,0.01,5.9,0.1,0.11,0.01,0.49,89.2,4.0,85.0,0.2,110.0,11.0,30.0,60.0,9.7,4.5,0.2
"Mousse de yogur, con frutas","Yogurt mousse, with fruits",100,145.0,6.7,3.3,72.3,,17.7,,,,False,45.2,0.14,,,,0.14,,,,,,,,,,,,,
"Mousse de yogur, natural","Yogurt mousse, plain",100,166.0,9.4,4.4,70.4,,15.8,,,,False,45.9,0.23,,4.1,,0.16,,0.25,0.09,,127.0,0.1,159.0,13.0,46.0,95.0,,,0.35
Muesli,Granola,100,383.0,11.0,9.0,11.0,8.0,61.0,3.39,1.77,2.5,False,164.0,4.25,2.9,200.9,6.8,0.6,0.8,0.85,1.7,51.0,50.0,6.6,400.0,70.0,200.0,250.0,5.0,17.3,1.5
"Mújol, al horno","Thicklip grey mullet, baked",100,148.0,5.3143,24.8,70.3,0.0,0.0,1.4,0.92,1.4,False,0.0117,,,5.0,0.1,,,,0.5,,30.0,1.4,458.0,30.0,70.0,240.0,330.0,46.8,0.6
"Mújol, crudo","Thicklip grey mullet, raw",100,128.0,6.8,15.8,76.6,0.0,0.8,1.4,2.4,2.3,True,27.0,,1.0,9.0,5.7,0.21,0.08,0.22,0.42,1.2,38.0,1.2,290.0,26.0,80.0,217.0,330.0,36.5,0.8
"Nabo, pelado, crudo","Turnip, peeled, raw",100,19.0,0.2,0.9,89.8,2.0,3.2,,0.1,,False,2.6667,0.0,,16.0,6.0,0.05,0.05,0.0,0.09,20.0,39.0,0.3,238.0,8.0,57.0,31.0,20.0,1.0,0.1
"Napolitana, rellena con crema de cacao","Flaky pastry, filled with chocolate cream",100,468.0,27.0,7.0,17.0,7.2,49.0,4.77,9.04,2.3,True,2.96,1.23,5.51,63.4,1.5,0.1,,3.23,0.05,0.0,79.4,3.9,0.0,19.8,498.0,118.0,7.5,3.0,2.3
Naranja,Orange,100,38.0,,0.8,88.6,2.0,8.6,0.055,0.076,0.028,False,46.0,0.0,0.2,37.0,0.3,0.03,0.1,0.0,0.06,50.0,36.0,0.3,200.0,12.0,3.0,28.0,2.0,1.0,0.18
Nata montada,Whipped cream,100,304.0,31.7,2.36,62.7,0.0,3.27,9.71,0.82,17.72,False,339.0,1.1,0.712,4.0,0.617,0.15,0.025,0.4,0.036,1.0,80.0,0.03,112.0,10.0,34.0,63.0,2.4,1.0,0.26
"Nata, líquida, para cocinar, 18% de grasa","Cream, 18 % fat, uht",100,202.0,19.9894,2.51,73.9,0.0,3.4,5.7,0.49,12.7,False,196.667,0.7,0.5,,0.07,0.5,0.03,0.25,0.02,1.0,94.0,0.2,130.0,9.0,45.0,65.0,2.9,,0.2
Natillas sabor vainilla,"Custard, vainilla flavored",100,104.0,2.9,3.7,77.9,,15.48,0.76,0.06,1.89,True,63.0,0.03,0.1,5.0,1.0,0.18,0.04,0.5,0.06,1.0,130.0,0.1,160.0,13.0,81.0,110.0,8.3,2.7,0.4
Nécora,Velvet crab,100,124.0,5.1,19.5,75.4,0.0,,1.13,2.18,0.69,False,,,2.3,20.0,6.3,0.15,0.1,,0.3,0.0,30.0,1.3,270.0,48.0,370.0,160.0,40.0,37.4,3.8
"Néctar de albaricoque, envasado",Apricot nectar,100,58.0,,0.4,84.0,0.3,13.8,,,,False,100.0,0.0,0.2,2.0,0.2,0.02,0.01,0.0,0.03,3.0,7.0,0.4,120.0,5.0,2.0,6.0,1.0,1.0,0.04
Néctar de ciruela,Plum nectar,100,15.0,,0.3,95.3,1.0,3.4,,,,False,10.24,0.0,0.29,1.23,,0.02,0.03,0.0,0.02,1.26,5.73,0.16,77.81,3.28,18.0,7.78,0.0,,0.0
"Néctar de frutas exóticas, envasado",Tropical fruit nectar,100,55.0,,0.4,86.2,,13.2,,,,False,16.6667,0.0,0.3,5.0,0.25,0.03,0.04,0.0,0.01,15.0,15.0,0.1,120.0,8.0,3.0,10.0,1.0,,
"Néctar de mango, envasado",Mango nectar,100,57.0,,0.2,85.4,0.2,13.7,,,,False,14.5,0.0,0.3,5.0,0.25,0.01,,0.0,0.01,13.0,2.0,0.2,21.0,6.0,4.0,4.0,0.8,0.3,
"Néctar de maracuyá, envasado",Maracuya nectar,100,53.0,,0.2,85.0,,12.8,,,,False,33.3333,0.0,0.3,5.0,0.4,0.03,,0.0,0.01,5.0,2.0,0.1,70.0,4.0,2.0,5.0,0.0,0.2,
Néctar de melocotón,Peach nectar,100,17.0,,0.2,95.3,0.5,4.0,,,,False,43.88,0.0,0.21,1.25,0.42,0.02,0.01,0.0,0.01,3.36,3.34,0.17,108.52,3.76,20.0,9.18,0.0,0.3,0.03
"Néctar de naranja, envasado",Orange nectar,100,42.0,,0.3,88.5,0.1,10.1,,,,False,7.0,0.0,0.1,12.0,0.14,0.01,0.04,0.0,0.02,23.0,6.0,0.1,114.0,7.0,1.0,10.0,1.0,,
"Néctar de pera, envasado",Pear nectar,100,65.0,,0.2,82.3,0.3,15.7,,,,False,0.8333,0.0,0.01,1.0,0.1,0.02,0.01,0.0,0.01,2.0,5.0,0.1,75.0,4.0,3.0,6.0,1.0,1.0,
Néctar de piña,Pineapple nectar,100,22.0,,0.2,96.2,0.3,5.3,0.009,0.028,0.009,False,2.77,0.0,0.02,2.34,0.06,0.0,0.02,0.0,0.02,4.31,2.56,0.11,53.23,13.0,0.64,2.34,6.0,0.1,0.03
Néctar de pomelo,Grapefruit nectar,100,15.0,,0.2,96.2,0.2,3.4,0.012,0.021,0.012,False,2.09,0.0,0.02,0.99,0.02,0.0,0.0,0.0,0.0,3.29,0.82,0.03,15.54,8.0,0.16,1.14,1.0,0.1,0.01
Nectarina,Nectarine,100,43.0,0.1,1.4,87.3,2.2,9.0,,,,False,11.0,0.0,0.9,,0.9,0.04,0.02,0.0,0.03,37.0,7.0,0.4,170.0,10.0,1.0,22.0,3.0,1.0,0.1
"Níscalo, crudo","Milk cap, raw",100,14.0,0.67,1.89,89.8,6.89,0.1,,0.49,0.14,False,216.667,2.1,0.13,2.0,6.5,0.06,0.13,0.0,0.09,6.0,6.0,1.3,310.0,12.33,6.0,74.0,3.0,36.0,0.46
"Níspero, con piel, crudo","Medlar, with skin, raw",100,53.0,0.2,0.4,85.6,1.7,12.1,,0.09,,False,218.0,0.0,0.89,14.0,0.1,0.06,0.2,0.0,0.1,2.0,16.0,0.28,266.0,13.0,1.0,27.0,1.0,0.6,0.05
"Nispero, conserva en su jugo","Medlar, canned in juice",100,,,,,,,0.009,0.1,0.043,False,38.8333,,,,,,,,,,,,,,,,,,
"Nispero, sin piel , congelado","Medlar, withouth skin, frozen",100,39.0,0.2,0.56,88.6,2.1,8.6,0.009,0.1,0.043,False,218.0,0.0,0.89,23.0,0.35,0.03,0.02,0.0,0.02,4.0,19.0,0.3,263.0,10.0,4.0,23.0,1.0,0.5,0.05
Nuez,Walnut,100,595.0,63.28,14.0,18.5,5.2,3.3,12.13,43.7,7.42,True,0.0,0.0,0.8,66.0,3.5,0.12,0.3,0.0,0.73,,77.0,2.3,690.0,140.0,3.0,304.0,9.0,19.0,2.1
Nuez moscada,Nutmeg,100,547.0,36.3,5.8,6.2,20.8,49.29,3.2,0.35,25.9,False,10.2,0.0,2.5,76.0,1.3,0.06,0.35,0.0,0.3,3.0,184.0,3.0,350.0,183.0,16.2,213.0,,1.6,2.2
"Nuez, cruda, con cáscara","Walnut, raw, in shell",100,595.0,59.0,14.0,18.5,5.2,3.3,12.4,40.23,6.43,True,0.0,0.0,0.8,66.0,3.5,0.12,0.3,0.0,0.73,,77.0,2.3,690.0,140.0,3.0,304.0,9.0,19.0,2.1
"Oca, sin piel, asada","Goose, part n/e, without skin, roasted",100,276.0,17.672,29.1,52.0,0.0,0.0,6.9,2.5,7.3,False,7.0,0.01,0.02,12.0,4.1,0.4,0.09,1.2,0.45,0.0,12.0,3.7,400.0,28.0,120.0,290.0,1.2,24.0,2.6
"Orégano, seco","oregano, dried",100,418.0,10.3,11.0,9.93,42.8,68.92,0.7,5.2,2.7,False,690.0,0.0,18.9,0.0,6.2,0.528,0.177,0.0,1.044,0.0,1580.0,44.0,1670.0,270.0,15.0,200.0,,5.9,4.4
"Ostra, cruda","Oyster, raw",100,64.0,2.21,8.145,84.12,0.0,2.76,0.3102,0.8757,0.3739,True,75.0,3.0,0.85,8.0,1.85,0.195,0.14,16.75,0.135,,116.0,6.0,240.0,43.0,395.0,187.5,20.0,63.7,59.2
Paella,Paella,100,173.0,5.74,12.37,63.95,0.5,17.44,2.98,0.75,1.1,False,11.12,,0.63,11.75,4.21,0.1,0.07,0.54,0.25,7.73,27.22,1.28,123.81,21.23,47.83,72.11,14.29,0.0,0.98
Paella marinera,Seafood paella,100,123.0,0.62,3.55,68.7,2.03,25.13,0.212,0.07,0.238,False,17.96,,0.47,25.9,3.01,0.15,0.18,21.3,0.13,2.8,20.3,0.73,214.3,23.2,429.3,204.2,11.2,10.7,0.19
Palmera,Butterfly cookies,100,536.0,30.0,5.0,1.6,2.4,61.0,11.51,2.33,15.24,True,120.0,0.92,4.8,17.2,0.8,0.03,0.03,1.1,0.07,0.0,11.0,2.0,76.0,11.0,431.0,50.0,10.0,16.2,0.4
"Palmito, en conserva","Palm heart, canned",100,47.0,0.3,2.8,87.4,,8.0,,,,False,1.6667,0.0,0.9,28.0,0.4,0.09,0.07,0.0,0.1,7.0,44.0,0.4,163.0,23.0,620.0,71.0,,0.7,
"Palometa, cruda","Derbio, frozen, raw",100,126.0,1.8,20.0,75.0,0.0,,0.4,0.43,0.79,True,36.0,16.0,2.6,1.2,9.0,0.08,0.05,10.0,0.63,,25.0,0.7,430.0,28.0,110.0,250.0,48.0,45.0,0.5
"Palomitas de maíz, sin aceite, sin sal","Pop corn, without oil, without salt",100,343.0,4.2,12.0,4.1,15.0,62.9,1.1,1.9,0.6,True,20.0,0.0,11.0,23.0,2.0,0.2,0.2,0.0,0.2,0.0,10.0,2.7,301.0,106.0,4.0,300.0,2.0,7.3,1.7
"Pan blanco, de barra",White bread,100,240.0,1.6,8.3,34.6,3.5,47.0,0.28,0.34,0.39,False,0.0,0.0,,23.0,1.7,0.05,0.08,0.0,0.06,0.0,56.0,1.6,120.0,25.0,650.0,90.0,4.7,28.0,0.6
"Pan blanco, de barra, sin sal","White bread, without salt",100,263.0,1.1493,8.0,32.0,3.5,53.9,0.14,0.4,0.23,False,0.0,0.0,0.18,23.0,1.0,0.05,0.09,0.0,0.12,0.0,20.0,1.7,100.0,26.0,2.0,90.0,7.3,5.6,0.6
"Pan blanco, de molde, tostado","Bread, sliced, toasted",100,249.0,3.7,7.3,36.9,3.6,45.7,0.73,1.17,0.56,True,0.0,,0.4,27.0,1.5,0.04,0.19,,0.1,0.0,24.0,1.4,129.0,21.0,613.0,91.0,7.0,33.6,0.5
"Pan blanco, frito","White bread, fried",100,260.0,1.6,8.82,34.4,3.5,51.5,0.28,0.34,0.39,False,0.0,0.0,0.0,9.0,3.1,0.04,0.15,0.0,0.05,0.0,54.88,89.18,107.8,24.6,509.6,89.18,3.92,,0.59
"Pan blanco, tipo ""baguette""","White bread, ""baguette"" type",100,271.0,1.1493,8.0,29.0,3.5,55.9,0.14,0.4,0.23,False,0.0,0.0,0.18,23.0,1.0,0.05,0.09,0.0,0.12,0.0,23.0,1.5,120.0,26.0,650.0,90.0,7.3,5.6,0.6
"Pan blanco, tostado","White bread, toasted",100,305.0,2.5,10.1,23.7,4.5,59.2,0.4,1.0,0.6,False,0.0,0.0,0.01,21.0,3.4,0.15,0.23,0.0,0.09,0.0,85.0,2.2,100.0,28.0,650.0,100.0,7.0,33.6,0.6
"Pan blanco, tostado sin sal","White bread, toasted, without salt",100,305.0,2.5,10.1,23.7,4.5,59.2,0.4,1.0,0.6,False,0.0,0.0,0.01,21.0,3.4,0.15,0.23,0.0,0.09,0.0,85.0,2.2,100.0,28.0,3.0,100.0,7.0,33.6,0.6
Pan de avena,Oat bread,100,271.0,4.4,8.4,34.7,4.0,48.5,1.6,1.7,0.7,False,2.0,0.0,0.61,62.0,3.14,0.24,0.4,0.03,0.07,0.0,43.0,3.15,165.0,68.0,23.4,147.0,12.2,24.6,1.02
Pan de cebada,Barley bread,100,199.0,1.1,6.4,52.6,4.6,39.9,0.3,0.7,0.5,False,3.8,0.3,0.8,47.3,5.2,0.06,0.15,0.1,0.1,0.2,3.7,0.3,61.2,9.7,1.5,93.2,21.4,7.3,2.4
Pan de centeno,Rye bread,100,221.0,1.0,6.21,40.5,6.46,45.8,0.1,0.5,0.101,False,0.0,0.0,1.1,16.0,3.02,0.11,0.18,0.0,0.09,0.0,29.0,2.4,244.0,35.0,523.0,119.0,8.5,30.9,1.2
Pan de leche,Milk bread,100,416.0,18.3,10.0,18.0,2.3,52.1,,,4.4,False,,,,,,,,,,,128.0,,,,174.0,,,,
Pan de maíz,Corn bread,100,314.0,10.0,7.2,32.3,2.4,48.1,5.1,1.2,1.76,False,44.0,0.0,0.85,55.0,1.5,0.27,0.24,0.16,0.1,0.8,73.0,1.9,128.0,20.0,778.0,376.0,80.0,9.9,0.63
Pan integral,Whole wheat bread,100,251.0,3.0,10.9,36.1,6.0,44.0,1.4,0.8,0.7,False,0.0,0.0,0.66,37.0,6.67,0.33,0.35,0.08,0.32,0.3,99.0,3.77,222.0,58.0,530.0,191.0,5.0,32.1,1.38
"Pan integral, de molde, tostado","Bread, whole wheat, sliced, toasted",100,251.0,3.0,10.9,36.1,6.0,44.0,1.4,0.8,0.7,True,0.0,0.0,0.66,37.0,6.67,0.33,0.35,0.08,0.32,0.3,99.0,3.77,222.0,58.0,530.0,191.0,5.0,32.1,1.38
"Pan integral, sin sal","Whole wheat bread, without salt",100,251.0,3.0,10.9,36.1,6.0,44.0,1.4,0.8,0.7,False,0.0,0.0,0.66,37.0,6.67,0.33,0.35,0.08,0.32,0.3,99.0,3.77,222.0,58.0,3.0,191.0,5.0,32.1,1.38
"Pan integral, tostado","Whole bread, toasted",100,269.0,2.9,10.8,28.9,8.7,48.7,0.6,1.12,0.6,False,0.0,0.0,0.2,46.0,6.9,0.1,0.34,0.0,0.14,0.0,63.0,3.2,270.0,89.0,640.0,230.0,,41.0,2.1
Pan rallado,Breadcrumbs,100,259.0,1.6,8.47,34.9,3.5,51.5,0.28,0.34,0.39,False,0.0,0.0,,23.0,2.98,0.06,0.086,0.0,0.06,0.0,56.0,1.6,110.0,25.1,540.0,91.0,4.7,28.0,0.61
Pan tostado integral,"Whole wheat bread, toast",100,305.0,2.5,10.1,23.7,4.5,59.2,0.6,0.9,0.6,False,0.0,0.0,0.2,46.0,3.4,0.15,0.23,0.0,0.09,0.0,85.0,3.2,100.0,28.0,640.0,100.0,,33.6,0.6
"Pan, tipo hamburguesa",Burguer bread,100,266.0,4.7,7.54,36.2,4.1,47.5,1.4,1.3082,1.0,False,0.01,0.0,0.26,26.0,2.49,0.14,0.32,0.91,0.1,0.0,210.5,2.3,110.0,34.03,550.0,150.0,2.6,28.0,1.84
"Panceta, frita","Bacon, fried",100,737.0,80.9,4.68,12.8,,,36.1,8.9,31.5,False,,,0.09,,0.77,,,,,,2.85,0.67,60.0,3.7,420.0,35.15,10.45,0.95,0.57
"Panga, cruda","Iridescent shark, raw",100,67.0,1.2,13.4,83.8,0.0,0.3,0.44,0.17,0.47,False,1.99,0.05,0.16,,0.35,0.04,0.04,0.3,0.1,0.0,36.7,0.21,200.0,17.6,274.0,107.0,8.0,9.6,0.24
"Papaya, cruda","Papaya, without skin, raw",100,33.0,,0.5,89.4,1.9,7.6,,,,False,52.0,0.0,0.01,45.0,0.3,0.03,0.03,0.0,0.02,64.0,20.0,0.4,214.0,13.0,3.0,11.0,1.0,0.6,0.12
Paraguaya,Flat peach,100,46.0,0.1,0.9,86.6,2.2,10.2,0.0334,0.049,0.011,False,8.67,0.0,0.5,9.0,0.8,0.04,0.02,0.0,0.03,37.0,7.0,0.4,170.0,10.0,1.0,22.0,3.0,1.0,0.1
"Pasta alimenticia, con huevo, cruda","Pasta, with egg, raw",100,375.0,4.1791,13.5,9.7,2.8,69.2,1.5,0.38,0.92,False,16.5,0.13,0.15,29.0,2.2,0.1,0.22,0.2,0.12,0.0,31.0,1.9,232.0,60.0,23.0,213.0,10.0,20.0,1.3
"Pasta alimenticia, con huevo, hervida","Pasta, with egg, boiled",100,126.0,1.4925,4.7,70.0,1.0,22.9,0.5,0.2,0.3,False,4.0,0.7,0.05,7.0,0.4,0.02,0.03,0.09,0.04,0.0,10.0,0.4,23.0,12.0,2.0,45.0,2.9,1.9,0.3
"Pasta alimenticia, con vegetales, cruda","Pasta, with vegetables, raw",100,340.0,2.0,12.0,13.0,6.0,67.0,,,0.5,False,8.0,0.0,0.1,17.0,10.1,0.53,1.0,0.0,0.13,0.0,34.0,4.3,285.0,46.0,0.01,116.0,10.0,62.2,0.76
"Pasta alimenticia, cruda","Pasta, raw",100,353.0,1.4478,12.5,9.5,5.0,70.9,0.15,0.63,0.19,False,0.0,0.0,,28.0,2.5,0.04,0.15,0.0,0.08,0.0,24.0,1.8,236.0,55.0,5.0,167.0,10.0,62.2,1.5
"Pasta alimenticia, integral, cruda","Pasta, whole, raw",100,347.0,2.5,13.4,0.0,11.5,66.2,0.3,1.1,0.4,False,0.0,0.0,0.25,0.0,6.2,0.14,0.49,0.0,0.22,0.0,40.0,3.63,215.0,143.0,8.0,258.0,1.9,73.0,2.37
"Pasta alimenticia, integral, hervida","Pasta, whole, boiled",100,122.0,0.9,4.7,63.7,4.0,23.2,0.1,0.4,0.1,False,0.0,0.0,0.01,5.0,1.3,0.04,0.11,0.0,0.08,0.0,15.0,1.06,44.0,30.0,3.0,89.0,1.9,25.9,0.81
"Pasta alimenticia, rellena con carne, hervida","Pasta, filled with meat, boiled",100,101.0,3.3682,4.7,77.2,1.8,12.7,1.6,0.32,1.3,False,25.0,0.1,0.3,10.0,1.6,0.06,0.12,,0.2,0.0,20.0,1.3,163.0,18.0,444.0,70.0,10.0,20.0,0.5
Pasta de fruta,Fruit paste,100,258.0,0.0,1.0,33.6,3.2,62.2,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.0,,0.0,4.0,0.3,90.0,3.0,1.0,6.0,,,0.1
Pasta de sésamo,Tahini,100,593.0,58.0,18.2,4.7,7.9,0.9,21.7,25.5,8.3,False,12.0,0.0,2.53,97.0,5.0,0.17,0.93,0.0,0.75,0.0,670.0,10.4,570.0,370.0,20.0,720.0,,,5.3
Pastas de te,Tea cookie,100,348.0,8.3,8.9,27.0,,58.3,,1.29,,True,,0.0,,40.0,3.8,0.17,0.2,,0.06,,98.0,2.9,240.0,32.0,300.0,110.0,,,0.8
Pastel,Cake,100,401.0,20.2,5.2,24.2,1.2,49.2,6.25,1.21,7.38,True,220.0,1.0,,6.0,1.5,0.08,0.03,,,,48.0,1.2,,16.0,,,,,0.4
Pastel con fruta confitada,Fruit cake,100,369.0,13.0,5.1,21.6,1.0,57.0,3.8,0.64,8.0,True,135.0,0.45,0.43,8.0,0.86,0.1,0.1,1.0,0.12,,32.0,1.5,227.0,16.0,215.0,102.0,12.1,2.0,0.5
Pastel de chocolate,Chocolate cake,100,440.0,27.9417,5.187,22.979,1.838,41.77,8.7424,1.0425,16.9274,True,219.732,0.698,0.876,26.38,0.2062,0.1497,0.0453,0.4,0.0596,0.0,31.604,1.3716,142.4,34.831,40.03,107.171,15.7,8.3,0.4105
Pastel de manzana,Apple cake,100,383.0,15.2,3.5,22.2,2.1,57.4,4.2,0.6,8.9,True,37.0,0.34,0.52,7.0,0.9,0.03,0.1,0.0,0.07,7.0,82.0,4.0,117.0,35.0,626.0,87.0,5.0,1.0,2.0
"Patata, asada","Potato, roast",100,206.0,0.1,4.29,47.31,7.9,46.06,0.002,0.043,0.026,False,1.0,0.0,0.04,22.0,3.065,0.106,0.122,0.0,0.614,13.5,34.0,7.04,573.0,0.616,21.0,101.0,2.6,0.7,0.49
"Patata, cruda","Potato, raw",100,73.0,0.2,2.2,80.6,1.7,15.2,,0.11,0.03,False,0.0,0.0,0.06,16.0,1.15,0.04,0.1,0.0,0.3,19.0,11.0,0.7,525.0,20.0,15.0,46.0,2.6,1.5,0.3
"Patata, frita con aceite s/e, sin sal","Potato, fried in oil unspecified, without salt",100,290.0,17.125,3.8,46.0,3.0,30.0,3.23,8.81,1.66,True,,0.0,0.7,40.0,1.6,0.04,0.12,0.0,0.19,12.0,15.0,0.9,700.0,35.0,10.0,73.0,1.0,0.6,0.6
"Patata, hervida","Potato, boiled",100,75.0,0.2,2.38,79.39,1.8,15.62,,0.11,0.05,False,0.0,0.0,0.05,8.33,1.07,0.03,0.08,0.0,0.19,12.15,6.84,0.68,413.25,15.92,7.25,47.5,3.5,1.31,0.24
"Patata, prefrita, congelada","Potato, prefried, frozen",100,270.0,13.5,4.1,46.1,3.5,32.79,6.7,4.9,1.2,True,,0.0,0.9,30.0,3.1,0.08,0.16,0.0,0.46,16.0,15.0,0.9,710.0,33.0,29.0,120.0,7.0,2.0,0.6
"Patata, salteada con aceite girasol","Potato, sauteed, with sunflowerseed oil",100,135.0,7.838,1.946,74.75,1.472,13.992,1.8914,3.9857,1.7893,False,1.6849,0.0,3.4552,11.96,0.9206,0.028,0.0922,0.0,0.2394,9.2,6.74,0.648,483.26,19.36,6.68,42.8,1.0,0.6,0.279
